;0;1;2;3
8355;tt5029642;Dans la forêt;2016;['Drama', ' Fantasy', ' Horror']
8356;tt5031108;American Gothic;2017;['Horror', ' Thriller']
8357;tt5031658;Soul to Keep;2018;['Horror', ' Thriller']
8358;tt5032026;Anabel;2015;['Horror', ' Mystery']
8359;tt5033000;Jaws 19;2015;['Action', ' Horror', ' Sci-Fi']
8360;tt5033290;Trench 11;2017;['Horror', ' Thriller', ' War']
8361;tt5034082;The Girl in the Cornfield;2016;['Horror', ' Mystery']
8362;tt5037358;Almost Dead;2016;['Drama', ' Horror', ' Thriller']
8363;tt5037912;Maya;2015;['Horror', ' Thriller']
8364;tt5039088;The Transfiguration;2016;['Drama', ' Horror']
8365;tt5039416;Finale;2018;['Horror', ' Mystery']
8366;tt5039994;Dismissed;2017;['Drama', ' Horror', ' Thriller']
8367;tt5040760;The Marshes;2018;['Horror']
8368;tt5044244;Ushikoku ni mairu;2015;['Action', ' Drama', ' Horror']
8369;tt5047400;Desolation;2017;['Drama', ' Horror', ' Thriller']
8370;tt5047424;The Legend of Wasco;2015;['Horror']
8371;tt5050328;Nereus;2018;['Horror', ' Mystery', ' Thriller']
8372;tt5052448;Get Out;2017;['Horror', ' Mystery', ' Thriller']
8373;tt5053156;The Village in the Woods;2019;['Horror', ' Mystery', ' Thriller']
8374;tt5056154;Manos Returns;2018;['Comedy', ' Horror']
8375;tt5057140;Hold the Dark;2018;['Action', ' Drama', ' Horror']
8376;tt5058340;Death Note - Desu nôto: Light Up the New World;2016;['Crime', ' Drama', ' Horror']
8377;tt5059406;I Am the Pretty Thing That Lives in the House;2016;['Drama', ' Horror', ' Mystery']
8378;tt5060166;Beyond the Woods;2018;['Drama', ' Horror', ' Mystery']
8379;tt5065346;Framed;2017;['Horror']
8380;tt5068650;The Dark Tapes;2016;['Horror', ' Mystery', ' Sci-Fi']
8381;tt5073642;Color Out of Space;2019;['Horror', ' Mystery', ' Sci-Fi']
8382;tt5075662;The Isle;2018;['Fantasy', ' Horror', ' Mystery']
8383;tt5076792;Trash Fire;2016;['Comedy', ' Drama', ' Horror']
8384;tt5078188;Hong yi xiao nu hai;2015;['Horror', ' Thriller']
8385;tt5078618;Bugs: A Trilogy;2018;['Horror']
8386;tt5078886;Fanged Up;2017;['Comedy', ' Horror']
8387;tt5080804;The Hexecutioners;2015;['Horror']
8388;tt5082418;El ataúd de cristal;2016;['Horror', ' Thriller']
8389;tt5085522;Hostile;2017;['Drama', ' Horror', ' Sci-Fi']
8390;tt5085924;Wildling;2018;['Drama', ' Fantasy', ' Horror']
8391;tt5087548;Gorenos;2016;['Horror']
8392;tt5087914;Surviving the Outbreak;2017;['Horror', ' Sci-Fi']
8393;tt5091530;M.F.A.;2017;['Drama', ' Horror', ' Thriller']
8394;tt5092484;Beneath Us;2019;['Horror', ' Thriller']
8395;tt5096726;Stop Over in Hell;2016;['Crime', ' Horror', ' Thriller']
8396;tt5096920;Dip sin dip sin;2015;['Horror']
8397;tt5104330;Kyrsyä - Tuftland;2017;['Drama', ' Horror', ' Mystery']
8398;tt5108168;Isle of the Dead;2016;['Action', ' Horror']
8399;tt5109302;Ghost Note;2017;['Horror', ' Thriller']
8400;tt5109784;Mother!;2017;['Drama', ' Horror', ' Mystery']
8401;tt5111550;Noctem;2017;['Horror', ' Mystery', ' Thriller']
8402;tt5112578;Super Dark Times;2017;['Crime', ' Drama', ' Horror']
8403;tt5113086;Little Dead Rotting Hood;2016;['Horror']
8404;tt5113986;Rorschach;2015;['Horror', ' Mystery']
8405;tt5114154;The Keeping Hours;2017;['Drama', ' Fantasy', ' Horror']
8406;tt5116248;I Know You're in There;2016;['Horror', ' Thriller']
8407;tt5120400;Red Christmas;2016;['Horror', ' Thriller']
8408;tt5121816;El bar;2017;['Comedy', ' Horror', ' Thriller']
8409;tt5122092;House of Salem;2016;['Horror']
8410;tt5126274;O Animal Cordial;2017;['Horror', ' Thriller']
8411;tt5127192;The Unkindness of Ravens;2016;['Drama', ' Horror']
8412;tt5127300;Forsaken;2016;['Horror']
8413;tt5128826;The Alchemist Cookbook;2016;['Comedy', ' Drama', ' Horror']
8414;tt5129156;Harvest Lake;2016;['Drama', ' Fantasy', ' Horror']
8415;tt5131906;Fender Bender;2016;['Horror', ' Thriller']
8416;tt5139926;Lover;2018;['Horror', ' Romance', ' Thriller']
8417;tt5140878;Annabelle: Creation;2017;['Horror', ' Mystery', ' Thriller']
8418;tt5143226;12 Feet Deep;2017;['Horror', ' Thriller']
8419;tt5145840;Chimamire sukeban chênsô;2016;['Action', ' Horror']
8420;tt5151594;Darling 2;2016;['Comedy', ' Horror']
8421;tt5154528;Cin Kuyusu;2015;['Horror']
8422;tt5156910;Charlie Charlie;2016;['Horror']
8423;tt5157030;Tor dei gui mou yan;2015;['Horror', ' Thriller']
8424;tt5159412;Nayaki;2016;['Comedy', ' Horror', ' Thriller']
8425;tt5159414;Escape Room;2017;['Horror', ' Thriller']
8426;tt5159734;Ouija: Game Never Ends;2015;['Horror']
8427;tt5160954;The 5th Kind;2017;['Horror', ' Mystery', ' Sci-Fi']
8428;tt5161376;Tonight She Comes;2016;['Comedy', ' Horror']
8429;tt5162476;6-5=2;2014;['Horror']
8430;tt5165620;Another Soul;2018;['Horror', ' Thriller']
8431;tt5167934;The Chamber;2016;['Horror', ' Thriller']
8432;tt5170810;Inside;2016;['Horror', ' Thriller']
8433;tt5172900;Balka Illi;2015;['Horror', ' Thriller']
8434;tt5176648;Hens Night;2018;['Comedy', ' Drama', ' Horror']
8435;tt5176832;The Doll;2017;['Fantasy', ' Horror', ' Sci-Fi']
8436;tt5178348;My Little Sister;2016;['Horror']
8437;tt5181852;Slumber;2017;['Horror']
8438;tt5183500;The Terror of Hallow's Eve;2017;['Drama', ' Horror', ' Thriller']
8439;tt5187548;Mo lun;2016;['Horror']
8440;tt5189528;The Amityville Legacy;2016;['Horror']
8441;tt5189770;Happy Hunting;2017;['Horror', ' Western']
8442;tt5194048;Ravenswood;2017;['Horror', ' Thriller']
8443;tt5195828;Dry Blood;2017;['Horror']
8444;tt5201882;The Lurker;2019;['Horror', ' Mystery', ' Thriller']
8445;tt5201934;Secret Santa;2015;['Comedy', ' Horror']
8446;tt5207320;Sweet, Sweet Lonely Girl;2016;['Drama', ' Horror', ' Thriller']
8447;tt5215952;Gok-seong;2016;['Horror', ' Mystery', ' Thriller']
8448;tt5216674;Nilalang;2015;['Action', ' Crime', ' Horror']
8449;tt5220078;Haunted 3: Spirits;2018;['Horror']
8450;tt5220430;Dead West;2016;['Crime', ' Drama', ' Horror']
8451;tt5225338;The Eyes of My Mother;2016;['Drama', ' Horror']
8452;tt5226192;The Rake;2018;['Horror', ' Mystery', ' Thriller']
8453;tt5227140;Myûjiamu;2016;['Crime', ' Horror', ' Thriller']
8454;tt5229754;She Was So Pretty;2016;['Horror']
8455;tt5230380;O Segredo de Davi;2018;['Crime', ' Horror', ' Mystery']
8456;tt5231116;A Capital dos Mortos 2: Mundo Morto;2015;['Drama', ' Horror']
8457;tt5234428;Ajin: Shôdô;2015;['Animation', ' Adventure', ' Horror']
8458;tt5234458;Ajin: Shôtotsu;2016;['Animation', ' Adventure', ' Horror']
8459;tt5234462;Ajin Part 3: Shôgeki;2016;['Animation', ' Adventure', ' Horror']
8460;tt5238904;Assimilate;2019;['Horror', ' Mystery', ' Sci-Fi']
8461;tt5240258;Habit;2017;['Horror']
8462;tt5241380;Resurrección;2015;['Horror', ' Mystery']
8463;tt5241534;Seizure;2016;['Horror']
8464;tt5246928;The Mildew from Planet Xonader;2015;['Action', ' Horror', ' Sci-Fi']
8465;tt5251524;The Museum Project;2016;['Horror', ' Mystery']
8466;tt5251598;Mezhzvyozdnyie voyny. Sila probuzhdayetsya;2015;['Action', ' Comedy', ' Horror']
8467;tt5254458;The Belly of the Beast;2008;['Horror']
8468;tt5254868;The Thinning;2016;['Action', ' Drama', ' Horror']
8469;tt5257554;Puppet Master: Axis Termination;2017;['Fantasy', ' Horror', ' Sci-Fi']
8470;tt5261772;Crone Wood;2016;['Horror', ' Thriller']
8471;tt5265898;Dead Ant;2017;['Adventure', ' Comedy', ' Horror']
8472;tt5265960;La región salvaje;2016;['Drama', ' Horror', ' Mystery']
8473;tt5265980;Tabernacle 101;2019;['Drama', ' Fantasy', ' Horror']
8474;tt5266470;Enigma;2019;['Horror', ' Mystery', ' Thriller']
8475;tt5271432;Adi Kapyare Kootamani;2015;['Comedy', ' Horror']
8476;tt5273720;All the Creatures Were Stirring;2018;['Horror']
8477;tt5276332;Hell Mountain;2017;['Drama', ' Horror', ' Mystery']
8478;tt5277828;Death Forest 3;2015;['Horror']
8479;tt5278832;Córki dancingu;2015;['Drama', ' Fantasy', ' Horror']
8480;tt5278886;The Terrible Two;2018;['Horror', ' Thriller']
8481;tt5280684;The Ice Cream Truck;2017;['Comedy', ' Horror', ' Mystery']
8482;tt5282590;Sadistic Intentions;2019;['Horror', ' Romance', ' Thriller']
8483;tt5283288;Scarecrows;2017;['Horror']
8484;tt5288552;Zero;2016;['Fantasy', ' Horror', ' Mystery']
8485;tt5288646;6:66 PM;2017;['Comedy', ' Horror']
8486;tt5294518;Eli;2019;['Drama', ' Horror', ' Mystery']
8487;tt5296086;Revelator;2017;['Horror']
8488;tt5300736;Crepitus;2018;['Horror']
8489;tt5308322;Happy Death Day;2017;['Horror', ' Mystery', ' Thriller']
8490;tt5309954;Sadako vs. Kayako;2016;['Horror']
8491;tt5311742;Offensive;2016;['Horror']
8492;tt5312612;The Amityville Terror;2016;['Horror']
8493;tt5322012;Wish Upon;2017;['Drama', ' Fantasy', ' Horror']
8494;tt5322136;Party Night;2017;['Horror']
8495;tt5325492;Are We Not Cats;2016;['Comedy', ' Horror', ' Romance']
8496;tt5325604;Inoperable;2017;['Horror']
8497;tt5326230;Aadupuliyattam;2016;['Horror']
8498;tt5334304;Bong of the Living Dead;2017;['Horror']
8499;tt5334704;Twin Peaks: The Missing Pieces;2014;['Drama', ' Horror', ' Mystery']
8500;tt5335682;Rum 213;2017;['Adventure', ' Drama', ' Horror']
8501;tt5339418;Ryde;2017;['Crime', ' Horror', ' Thriller']
8502;tt5343532;The Child Remains;2017;['Horror', ' Mystery', ' Thriller']
8503;tt5344876;Valley of Ditches;2017;['Crime', ' Drama', ' Horror']
8504;tt5345298;Patient Seven;2016;['Horror']
8505;tt5351576;Howlers;2019;['Action', ' Horror', ' Western']
8506;tt5352034;Çagrilan;2016;['Horror']
8507;tt5354458;Lake on Fire;2016;['Horror', ' Thriller']
8508;tt5356670;Hell Girl;2019;['Horror']
8509;tt5361064;The Midnight Man;2017;['Comedy', ' Horror', ' Thriller']
8510;tt5361326;The Ninth Passenger;2018;['Action', ' Comedy', ' Horror']
8511;tt5361596;The Incantation;2018;['Adventure', ' Fantasy', ' Horror']
8512;tt5363736;Capture Kill Release;2016;['Drama', ' Horror', ' Thriller']
8513;tt5365042;Arpat;2015;['Drama', ' Horror']
8514;tt5365080;Run Phee;2015;['Comedy', ' Drama', ' Horror']
8515;tt5372302;Ghastlies;2016;['Horror']
8516;tt5372620;The Bad Man;2018;['Drama', ' Horror']
8517;tt5377564;U Turn;2016;['Crime', ' Horror', ' Mystery']
8518;tt5389922;Aranmanai 2;2016;['Comedy', ' Horror']
8519;tt5419398;Theta States;2017;['Horror', ' Sci-Fi', ' Thriller']
8520;tt5431600;The Black Room;2017;['Comedy', ' Horror']
8521;tt5431946;Dead Squad: Temple of the Undead;2018;['Horror']
8522;tt5435476;Tilt;2017;['Drama', ' Horror', ' Thriller']
8523;tt5436168;Pretham;2016;['Comedy', ' Horror', ' Mystery']
8524;tt5442430;Life;2017;['Horror', ' Sci-Fi', ' Thriller']
8525;tt5443372;Psychomanteum;2018;['Horror']
8526;tt5448998;Amityville: No Escape;2016;['Horror']
8527;tt5455344;Miruthan;2016;['Action', ' Horror']
8528;tt5455410;Gutland;2017;['Drama', ' Horror', ' Mystery']
8529;tt5457222;Anomaly;2016;['Horror', ' Mystery', ' Sci-Fi']
8530;tt5457454;The Toymaker;2017;['Horror']
8531;tt5457484;Cabin 28;2017;['Horror']
8532;tt5457570;Raju Gari Gadhi;2015;['Horror']
8533;tt5457926;Blood Child;2017;['Fantasy', ' Horror', ' Thriller']
8534;tt5458364;Oru Murai Vanthu Paarthaya;2016;['Comedy', ' Horror', ' Romance']
8535;tt5458888;The Night Shift;2016;['Horror']
8536;tt5462326;Mom and Dad;2017;['Comedy', ' Horror', ' Thriller']
8537;tt5465374;Shivalinga;2016;['Drama', ' Horror', ' Thriller']
8538;tt5466340;The Duplex;2015;['Horror']
8539;tt5470742;The Last Hope;2017;['Horror']
8540;tt5472896;Psychopaths;2017;['Horror']
8541;tt5473124;Recovery;2019;['Horror']
8542;tt5478746;Charlie Charlie;2019;['Horror']
8543;tt5480782;As Boas Maneiras;2017;['Fantasy', ' Horror', ' Musical']
8544;tt5481404;Dead Rising: Endgame;2016;['Action', ' Horror', ' Sci-Fi']
8545;tt5481608;Juego siniestro;2016;['Fantasy', ' Horror']
8546;tt5482752;The Edict;2017;['Horror', ' Thriller']
8547;tt5486552;The Samaritans;2017;['Horror', ' Thriller']
8548;tt5497458;The Watcher;2016;['Horror', ' Thriller']
8549;tt5501124;Lapachhapi;2017;['Drama', ' Horror', ' Mystery']
8550;tt5503824;Ballad in Blood;2016;['Horror']
8551;tt5505264;Ceberrut;2016;['Horror']
8552;tt5511970;Le périple;2017;['Comedy', ' Horror']
8553;tt5515374;The Everglades Killings;2018;['Horror']
8554;tt5516328;Ghost Stories;2017;['Drama', ' Horror']
8555;tt5522892;Azazil 2: Büyü;2016;['Horror', ' Thriller']
8556;tt5526536;Evil in Her;2017;['Horror']
8557;tt5531032;#Screamers;2016;['Horror', ' Mystery']
8558;tt5532370;Two Pigeons;2017;['Comedy', ' Horror', ' Thriller']
8559;tt5533664;Paranormal Sex Tape;2016;['Horror']
8560;tt5534122;Alamet-i Kiyamet;2016;['Horror']
8561;tt5534434;Victor Crowley;2017;['Action', ' Comedy', ' Horror']
8562;tt5539186;Amityville: Vanishing Point;2016;['Horror']
8563;tt5543488;Sowkarpettai;2016;['Horror', ' Thriller']
8564;tt5543678;The Restaurant;2017;['Comedy', ' Horror']
8565;tt5545254;Todd and the Book of Pure Evil: The End of the End;2017;['Animation', ' Comedy', ' Horror']
8566;tt5553962;The Music Box;2018;['Horror', ' Thriller']
8567;tt5555174;We All Fall Down;2016;['Adventure', ' Drama', ' Horror']
8568;tt5563194;Take Me Home;2016;['Horror']
8569;tt5563782;Followed;2018;['Horror', ' Mystery', ' Thriller']
8570;tt5563862;Replace;2017;['Horror', ' Sci-Fi', ' Thriller']
8571;tt5565896;Munafik;2016;['Horror']
8572;tt5566778;Island Zero;2018;['Horror', ' Mystery', ' Sci-Fi']
8573;tt5569344;Tarnation;2017;['Comedy', ' Horror']
8574;tt5575258;The KAOS Brief;2017;['Horror', ' Sci-Fi']
8575;tt5575918;Human Zoo;2020;['Horror', ' Reality-TV', ' Thriller']
8576;tt5577742;Clinical;2017;['Horror', ' Thriller']
8577;tt5579356;Dogged;2017;['Horror']
8578;tt5580602;Inheritance;2017;['Drama', ' Horror', ' Mystery']
8579;tt5580688;Hoax;2019;['Horror']
8580;tt5586362;The Maus;2017;['Drama', ' Fantasy', ' Horror']
8581;tt5589212;Extracurricular;2018;['Drama', ' Horror', ' Thriller']
8582;tt5591666;The Domestics;2018;['Action', ' Horror', ' Sci-Fi']
8583;tt5592878;Errementari;2017;['Fantasy', ' Horror']
8584;tt5594444;Attack of the Southern Fried Zombies;2017;['Action', ' Comedy', ' Horror']
8585;tt5598292;Polaroid;2019;['Drama', ' Horror', ' Mystery']
8586;tt5599332;Verano rojo;2017;['Horror']
8587;tt5603620;Ambition;2019;['Horror', ' Thriller']
8588;tt5604282;Pist;2015;['Comedy', ' Horror']
8589;tt5606664;Doctor Sleep;2019;['Drama', ' Fantasy', ' Horror']
8590;tt5607782;The Covenant;2017;['Horror']
8591;tt5610746;Lost Creek;2016;['Drama', ' Fantasy', ' Horror']
8592;tt5613902;Tall Men;2016;['Fantasy', ' Horror', ' Thriller']
8593;tt5617310;Webcast;2018;['Horror', ' Thriller']
8594;tt5618160;3;2017;['Horror', ' Mystery', ' Thriller']
8595;tt5622770;Blessed Are the Children;2016;['Drama', ' Horror', ' Thriller']
8596;tt5628902;Rabid;2019;['Horror', ' Sci-Fi']
8597;tt5629964;The Midnight Man;2016;['Horror']
8598;tt5630030;Shanda's River;2018;['Horror', ' Thriller']
8599;tt5634556;Truth or Double Dare (TODD);2018;['Horror']
8600;tt5637736;Wraith;2017;['Horror', ' Mystery', ' Thriller']
8601;tt5638500;1920 London;2016;['Horror', ' Mystery']
8602;tt5638642;The Ritual;2017;['Horror', ' Mystery', ' Thriller']
8603;tt5639388;Raaz Reboot;2016;['Horror', ' Mystery', ' Romance']
8604;tt5639410;BNB Hell;2017;['Horror', ' Thriller']
8605;tt5641542;Gnaw;2017;['Horror']
8606;tt5644006;Marshrut postroen;2016;['Horror', ' Thriller']
8607;tt5647758;ABCs of Death 2.5;2016;['Comedy', ' Horror']
8608;tt5651458;Camera Obscura;2017;['Horror', ' Thriller']
8609;tt5662550;Dead Trigger;2017;['Action', ' Horror', ' Sci-Fi']
8610;tt5665022;Charismata;2017;['Crime', ' Horror', ' Mystery']
8611;tt5667696;Cut Shoot Kill;2017;['Action', ' Horror', ' Thriller']
8612;tt5669936;The Recall;2017;['Action', ' Horror', ' Mystery']
8613;tt5673422;Frazier Park Recut;2017;['Comedy', ' Horror', ' Thriller']
8614;tt5675828;Poor Agnes;2017;['Crime', ' Drama', ' Horror']
8615;tt5679554;Coffin 2;2017;['Crime', ' Horror', ' Thriller']
8616;tt5685006;Puppet Master: The Littlest Reich;2018;['Comedy', ' Horror']
8617;tt5686622;Selfie from Hell;2018;['Horror', ' Mystery']
8618;tt5687424;Black Hollow Cage;2017;['Drama', ' Horror', ' Sci-Fi']
8619;tt5688868;Primal Rage;2018;['Action', ' Adventure', ' Horror']
8620;tt5690360;Slender Man;2018;['Horror', ' Mystery', ' Thriller']
8621;tt5694044;The Howling;2017;['Horror']
8622;tt5695936;Sickhouse;2016;['Horror', ' Thriller']
8623;tt5699060;The Changeover;2017;['Fantasy', ' Horror', ' Thriller']
8624;tt5699928;Prey;2019;['Adventure', ' Horror', ' Mystery']
8625;tt5700494;Everfall;2017;['Horror', ' Thriller']
8626;tt5700672;Busanhaeng;2016;['Action', ' Horror', ' Thriller']
8627;tt5703038;Monsterland;2016;['Comedy', ' Fantasy', ' Horror']
8628;tt5704704;American Exorcism;2017;['Horror']
8629;tt5707304;Madre;2016;['Drama', ' Horror', ' Thriller']
8630;tt5714322;Krampus Unleashed;2016;['Horror']
8631;tt5715234;Carnivore: Werewolf of London;2017;['Horror', ' Thriller']
8632;tt5715874;The Killing of a Sacred Deer;2017;['Drama', ' Horror', ' Mystery']
8633;tt5719076;Dead Night;2017;['Fantasy', ' Horror']
8634;tt5719786;Never Hike Alone;2017;['Horror', ' Thriller']
8635;tt5721636;Svart Cirkel;2018;['Horror']
8636;tt5725894;Ghosthunters;2016;['Horror', ' Mystery', ' Thriller']
8637;tt5726086;Insidious: The Last Key;2018;['Horror', ' Mystery', ' Thriller']
8638;tt5727136;First House on the Hill;2017;['Horror']
8639;tt5731746;Blood Type;2019;['Action', ' Fantasy', ' Horror']
8640;tt5734576;The Possession of Hannah Grace;2018;['Horror', ' Mystery', ' Thriller']
8641;tt5735218;Shi yi;2015;['Horror', ' Thriller']
8642;tt5735280;It Stains the Sands Red;2016;['Drama', ' Horror', ' Sci-Fi']
8643;tt5736592;Sam Was Here;2016;['Horror', ' Mystery', ' Thriller']
8644;tt5737582;Midnighters;2017;['Crime', ' Drama', ' Horror']
8645;tt5738830;Red Room;2017;['Horror', ' Thriller']
8646;tt5742304;Paramedics;2016;['Horror']
8647;tt5742568;Day of Reckoning;2016;['Action', ' Horror', ' Sci-Fi']
8648;tt5748392;Escape Room;2017;['Horror']
8649;tt5753212;Üç Harfliler 3: Karabüyü;2016;['Horror']
8650;tt5755280;Cynthia;2018;['Comedy', ' Horror']
8651;tt5759590;Angels Fallen;2020;['Horror']
8652;tt5760590;Karva;2016;['Horror', ' Thriller']
8653;tt5761986;The Orchard;2020;['Crime', ' Horror', ' Thriller']
8654;tt5767182;Ataúd Blanco: El Juego Diabólico;2016;['Action', ' Horror', ' Thriller']
8655;tt5771010;Skin Creepers;2018;['Comedy', ' Fantasy', ' Horror']
8656;tt5774012;The Night Watchman;2016;['Drama', ' Horror', ' Thriller']
8657;tt5774060;Underwater;2020;['Action', ' Horror', ' Sci-Fi']
8658;tt5774450;Summer of 84;2018;['Drama', ' Horror', ' Mystery']
8659;tt5775038;Cinni: Uyanis;2016;['Horror', ' Thriller']
8660;tt5775132;Dizlayk;2016;['Comedy', ' Horror', ' Thriller']
8661;tt5777418;Secreto Matusita;2014;['Horror']
8662;tt5781458;Diggerz: Black Lung Rises;2017;['Drama', ' Fantasy', ' Horror']
8663;tt5782160;Voidfinder;2017;['Horror', ' Thriller']
8664;tt5783382;Therapy;2016;['Crime', ' Horror', ' Thriller']
8665;tt5787862;UFO: It Is Here;2016;['Horror', ' Sci-Fi']
8666;tt5791732;Il demone di Laplace;2017;['Horror', ' Mystery', ' Sci-Fi']
8667;tt5792468;Butterfly Kisses;2018;['Horror', ' Mystery']
8668;tt5797906;The Night of the Wild Boar;2016;['Crime', ' Horror', ' Mystery']
8669;tt5798432;Sequence Break;2017;['Horror', ' Romance', ' Sci-Fi']
8670;tt5805876;Zombie with a Shotgun;2019;['Action', ' Horror']
8671;tt5806506;Dementia 13;2017;['Fantasy', ' Horror', ' Thriller']
8672;tt5810122;Let Her Out;2016;['Horror', ' Sci-Fi', ' Thriller']
8673;tt5810368;The Detained;2017;['Comedy', ' Drama', ' Horror']
8674;tt5814060;The Nun;2018;['Horror', ' Mystery', ' Thriller']
8675;tt5817456;Close Calls;2017;['Horror', ' Thriller']
8676;tt5822712;Escape from Cannibal Farm;2017;['Horror']
8677;tt5829032;Camp Cold Brook;2018;['Horror']
8678;tt5829104;Fright Fest;2018;['Horror']
8679;tt5831668;Conspiracy X;2018;['Horror']
8680;tt5833412;Get My Gun;2017;['Horror', ' Thriller']
8681;tt5834760;Look Away;2018;['Drama', ' Fantasy', ' Horror']
8682;tt5834800;Devil in the Dark;2017;['Horror', ' Thriller']
8683;tt5834854;Mary;2019;['Horror']
8684;tt5839116;Fall of Grace;2017;['Horror']
8685;tt5839426;Plank Face;2016;['Horror']
8686;tt5843670;The Stakelander;2016;['Action', ' Drama', ' Horror']
8687;tt5845440;Darker Than Night;2018;['Horror', ' Thriller']
8688;tt5848862;Sacrilege;2017;['Horror']
8689;tt5851598;Lasso;2017;['Horror', ' Thriller']
8690;tt5854198;The Atoning;2017;['Drama', ' Horror', ' Thriller']
8691;tt5856116;Kodomo tsukai;2017;['Horror']
8692;tt5856594;The Doll Master;2017;['Horror']
8693;tt5859352;Hellmington;2018;['Drama', ' Horror', ' Mystery']
8694;tt5860084;Cô Hâu Gái;2016;['Horror', ' Romance']
8695;tt5860564;Dhilluku Dhuddu;2016;['Comedy', ' Horror']
8696;tt5861630;Minutes Past Midnight;2016;['Horror', ' Thriller']
8697;tt5861882;Sleep No More;2017;['Horror']
8698;tt5862312;Verónica;2017;['Horror']
8699;tt5868924;Devil's Whisper;2019;['Horror', ' Thriller']
8700;tt5871318;Adult Babies;2017;['Horror']
8701;tt5884784;The Super;2017;['Horror', ' Mystery', ' Thriller']
8702;tt5886046;Escape Room;2019;['Action', ' Adventure', ' Horror']
8703;tt5886388;House of Demons;2018;['Drama', ' Fantasy', ' Horror']
8704;tt5886440;Marrowbone;2017;['Drama', ' Horror', ' Mystery']
8705;tt5887650;Living Space;2018;['Drama', ' Horror']
8706;tt5891150;Soft Matter;2018;['Comedy', ' Horror', ' Sci-Fi']
8707;tt5891704;Cain Hill;2017;['Horror', ' Thriller']
8708;tt5892746;Ezra;2017;['Horror', ' Mystery', ' Thriller']
8709;tt5903358;The Nursery;2018;['Horror', ' Mystery', ' Thriller']
8710;tt5913798;Wounds;2019;['Drama', ' Horror', ' Mystery']
8711;tt5914630;Chudail Story;2016;['Horror']
8712;tt5918982;Possessor;2020;['Horror', ' Sci-Fi', ' Thriller']
8713;tt5922786;Nightshot;2018;['Drama', ' Horror']
8714;tt5923752;Pool Party Massacre;2017;['Comedy', ' Horror']
8715;tt5924114;Holy Terror;2017;['Horror']
8716;tt5931338;Horror Hotel: The Movie;2016;['Comedy', ' Horror', ' Sci-Fi']
8717;tt5931670;Knights of the Damned;2017;['Action', ' Fantasy', ' Horror']
8718;tt5933706;Saansein: The Last Breath;2016;['Horror', ' Romance']
8719;tt5934788;The Ouija Possession;2016;['Horror']
8720;tt5935196;The Book of Secrets;2017;['Horror']
8721;tt5935518;Stay;2017;['Drama', ' Horror', ' Thriller']
8722;tt5936492;The Witch in the Window;2018;['Drama', ' Horror']
8723;tt5936582;Johnny Gruesome;2018;['Comedy', ' Horror']
8724;tt5937770;Tell Me How I Die;2016;['Horror', ' Mystery', ' Thriller']
8725;tt5938816;Zhong xie;2016;['Horror']
8726;tt5940342;Unhinged;2017;['Horror']
8727;tt5940448;Black Creek;2017;['Horror']
8728;tt5944812;Dead Sunrise;2017;['Adventure', ' Horror', ' Sci-Fi']
8729;tt5946668;4/20 Massacre;2018;['Action', ' Horror']
8730;tt5949038;Redwood;2017;['Horror']
8731;tt5950092;Valentine DayZ;2018;['Horror']
8732;tt5950596;The Voices;2020;['Horror', ' Thriller']
8733;tt5953804;Diggery;2016;['Horror']
8734;tt5956016;Stay Out Stay Alive;2019;['Horror', ' Thriller']
8735;tt5956284;Lanetli Anahtar;2016;['Horror']
8736;tt5958060;Motorrad;2017;['Horror', ' Thriller']
8737;tt5963066;The Cabin;2018;['Horror', ' Thriller']
8738;tt5970646;Secret of Slenderman 3;2016;['Horror', ' Mystery', ' Thriller']
8739;tt5980242;3rd Night;2017;['Horror']
8740;tt5982964;The Viper's Hex;2018;['Horror']
8741;tt5987042;The Devil's Well;2018;['Horror', ' Mystery', ' Thriller']
8742;tt5987374;El Silbón: Orígenes;2018;['Drama', ' Horror', ' Mystery']
8743;tt5989336;The Manor;2018;['Horror', ' Thriller']
8744;tt5994894;The 13th Friday;2017;['Horror', ' Thriller']
8745;tt6006924;The Night Before;2017;['Horror']
8746;tt6010140;Desu foresuto kyofu no mori 5;2016;['Horror']
8747;tt6010518;Bornless Ones;2016;['Horror']
8748;tt6011480;The Doll;2016;['Horror', ' Thriller']
8749;tt6014434;Draug;2018;['Fantasy', ' History', ' Horror']
8750;tt6015760;They're Inside;2019;['Horror']
8751;tt6017926;Crucible of the Vampire;2019;['Drama', ' Fantasy', ' Horror']
8752;tt6018036;Hide the Monster;2016;['Horror']
8753;tt6018556;Rakkhosh;2019;['Horror']
8754;tt6021902;Death Forest 4;2016;['Horror']
8755;tt6022266;Infección;2019;['Horror', ' Thriller']
8756;tt6023386;All Light Will End;2018;['Horror', ' Thriller']
8757;tt6029122;Siccîn 3: Cürmü Ask;2016;['Horror']
8758;tt6029192;Korku Komedi: Bana Normal Aktiviteler;2016;['Adventure', ' Comedy', ' Horror']
8759;tt6032704;Apparition;2019;['Horror']
8760;tt6034454;CarousHELL;2016;['Horror']
8761;tt6034550;La petite fille qui aimait trop les allumettes;2017;['Drama', ' Horror', ' Mystery']
8762;tt6039372;Rökkur;2017;['Drama', ' Horror', ' Mystery']
8763;tt6041458;Tutak Tutak Tutiya;2016;['Comedy', ' Horror']
8764;tt6042392;Mal Nosso;2017;['Drama', ' Horror', ' Thriller']
